"","Site","Pol_sp","Plant_sp","Links"
"560",17,"I.promissorius","Chenopodium_album",0
"561",17,"L.sordidum","Chenopodium_album",0
"562",17,"P.marginata","Chenopodium_album",0
"563",17,"A.mellifera","Cirsium_vulgare",0
"564",17,"D.platura","Cirsium_vulgare",0
"565",17,"I.promissorius","Cirsium_vulgare",0
"566",17,"L.sordidum","Cirsium_vulgare",1
"567",17,"P.marginata","Cirsium_vulgare",1
"568",17,"A.mellifera","Cordyline_sp",0
"569",17,"D.platura","Cordyline_sp",3
"570",17,"I.promissorius","Cordyline_sp",0
"571",17,"L.sordidum","Cordyline_sp",0
"572",17,"P.marginata","Cordyline_sp",0
"573",17,"A.mellifera","Eucalyptus_nitens",3
"574",17,"D.platura","Eucalyptus_nitens",0
"575",17,"I.promissorius","Eucalyptus_nitens",0
"576",17,"L.sordidum","Eucalyptus_nitens",0
"577",17,"P.marginata","Eucalyptus_nitens",0
"578",17,"A.mellifera","Lolium_sp",2
"579",17,"D.platura","Lolium_sp",2
"580",17,"I.promissorius","Lolium_sp",0
"581",17,"L.sordidum","Lolium_sp",1
"582",17,"P.marginata","Lolium_sp",1
"583",17,"A.mellifera","Raphanus_sp",2
"584",17,"D.platura","Raphanus_sp",2
"585",17,"I.promissorius","Raphanus_sp",0
"586",17,"L.sordidum","Raphanus_sp",0
"587",17,"P.marginata","Raphanus_sp",1
"588",17,"A.mellifera","Taraxacum_officinale",2
"589",17,"D.platura","Taraxacum_officinale",0
"590",17,"I.promissorius","Taraxacum_officinale",0
"591",17,"L.sordidum","Taraxacum_officinale",0
"592",17,"P.marginata","Taraxacum_officinale",1
"593",17,"A.mellifera","Trifolium_sp",2
"594",17,"D.platura","Trifolium_sp",1
"595",17,"I.promissorius","Trifolium_sp",1
"596",17,"L.sordidum","Trifolium_sp",0
"597",17,"P.marginata","Trifolium_sp",0
"598",18,"A.mellifera","Alcea_sp",1
"599",18,"P.marginata","Alcea_sp",0
"600",18,"A.mellifera","Cordyline_sp",1
"601",18,"P.marginata","Cordyline_sp",0
"602",18,"A.mellifera","Eucalyptus_globulus",1
"603",18,"P.marginata","Eucalyptus_globulus",0
"604",18,"A.mellifera","Eucalyptus_nitens",4
"605",18,"P.marginata","Eucalyptus_nitens",0
"606",18,"A.mellifera","Rubus_fruticosus",1
"607",18,"P.marginata","Rubus_fruticosus",0
"608",18,"A.mellifera","Taraxacum_officinale",3
"609",18,"P.marginata","Taraxacum_officinale",1
"610",18,"A.mellifera","Trifolium_sp",2
"611",18,"P.marginata","Trifolium_sp",0
"612",19,"A.mellifera","Cordyline_sp",0
"613",19,"C.stygia","Cordyline_sp",1
"614",19,"C.vicina","Cordyline_sp",0
"615",19,"D.platura","Cordyline_sp",0
"616",19,"E.tenax","Cordyline_sp",1
"617",19,"P.marginata","Cordyline_sp",0
"618",19,"A.mellifera","Eucalyptus_globulus",7
"619",19,"C.stygia","Eucalyptus_globulus",1
"620",19,"C.vicina","Eucalyptus_globulus",1
"621",19,"D.platura","Eucalyptus_globulus",1
"622",19,"E.tenax","Eucalyptus_globulus",1
"623",19,"P.marginata","Eucalyptus_globulus",1
"624",19,"A.mellifera","Eucalyptus_nitens",3
"625",19,"C.stygia","Eucalyptus_nitens",1
"626",19,"C.vicina","Eucalyptus_nitens",1
"627",19,"D.platura","Eucalyptus_nitens",0
"628",19,"E.tenax","Eucalyptus_nitens",1
"629",19,"P.marginata","Eucalyptus_nitens",0
"630",19,"A.mellifera","Rubus_fruticosus",1
"631",19,"C.stygia","Rubus_fruticosus",0
"632",19,"C.vicina","Rubus_fruticosus",0
"633",19,"D.platura","Rubus_fruticosus",0
"634",19,"E.tenax","Rubus_fruticosus",0
"635",19,"P.marginata","Rubus_fruticosus",0
"636",19,"A.mellifera","Trifolium_sp",6
"637",19,"C.stygia","Trifolium_sp",1
"638",19,"C.vicina","Trifolium_sp",1
"639",19,"D.platura","Trifolium_sp",1
"640",19,"E.tenax","Trifolium_sp",2
"641",19,"P.marginata","Trifolium_sp",1
"642",20,"A.mellifera","Alcea_sp",2
"643",20,"B.terrestris","Alcea_sp",0
"644",20,"C.vicina","Alcea_sp",0
"645",20,"D.platura","Alcea_sp",0
"646",20,"E.tenax","Alcea_sp",0
"647",20,"O.atrovirens","Alcea_sp",0
"648",20,"T.orthodoxus","Alcea_sp",0
"649",20,"A.mellifera","Cirsium_vulgare",2
"650",20,"B.terrestris","Cirsium_vulgare",0
"651",20,"C.vicina","Cirsium_vulgare",0
"652",20,"D.platura","Cirsium_vulgare",1
"653",20,"E.tenax","Cirsium_vulgare",3
"654",20,"O.atrovirens","Cirsium_vulgare",0
"655",20,"T.orthodoxus","Cirsium_vulgare",0
"656",20,"A.mellifera","Daucus_carota",1
"657",20,"B.terrestris","Daucus_carota",0
"658",20,"C.vicina","Daucus_carota",0
"659",20,"D.platura","Daucus_carota",0
"660",20,"E.tenax","Daucus_carota",0
"661",20,"O.atrovirens","Daucus_carota",0
"662",20,"T.orthodoxus","Daucus_carota",0
"663",20,"A.mellifera","Eucalyptus_globulus",1
"664",20,"B.terrestris","Eucalyptus_globulus",0
"665",20,"C.vicina","Eucalyptus_globulus",0
"666",20,"D.platura","Eucalyptus_globulus",0
"667",20,"E.tenax","Eucalyptus_globulus",0
"668",20,"O.atrovirens","Eucalyptus_globulus",0
"669",20,"T.orthodoxus","Eucalyptus_globulus",0
"670",20,"A.mellifera","Eucalyptus_nitens",1
"671",20,"B.terrestris","Eucalyptus_nitens",0
"672",20,"C.vicina","Eucalyptus_nitens",0
"673",20,"D.platura","Eucalyptus_nitens",0
"674",20,"E.tenax","Eucalyptus_nitens",0
"675",20,"O.atrovirens","Eucalyptus_nitens",0
"676",20,"T.orthodoxus","Eucalyptus_nitens",0
"677",20,"A.mellifera","Lolium_sp",1
"678",20,"B.terrestris","Lolium_sp",2
"679",20,"C.vicina","Lolium_sp",1
"680",20,"D.platura","Lolium_sp",0
"681",20,"E.tenax","Lolium_sp",1
"682",20,"O.atrovirens","Lolium_sp",0
"683",20,"T.orthodoxus","Lolium_sp",2
"684",20,"A.mellifera","Rubus_fruticosus",2
"685",20,"B.terrestris","Rubus_fruticosus",0
"686",20,"C.vicina","Rubus_fruticosus",0
"687",20,"D.platura","Rubus_fruticosus",0
"688",20,"E.tenax","Rubus_fruticosus",1
"689",20,"O.atrovirens","Rubus_fruticosus",0
"690",20,"T.orthodoxus","Rubus_fruticosus",0
"691",20,"A.mellifera","Taraxacum_officinale",0
"692",20,"B.terrestris","Taraxacum_officinale",2
"693",20,"C.vicina","Taraxacum_officinale",0
"694",20,"D.platura","Taraxacum_officinale",1
"695",20,"E.tenax","Taraxacum_officinale",2
"696",20,"O.atrovirens","Taraxacum_officinale",1
"697",20,"T.orthodoxus","Taraxacum_officinale",0
"698",20,"A.mellifera","Trifolium_sp",2
"699",20,"B.terrestris","Trifolium_sp",1
"700",20,"C.vicina","Trifolium_sp",1
"701",20,"D.platura","Trifolium_sp",0
"702",20,"E.tenax","Trifolium_sp",2
"703",20,"O.atrovirens","Trifolium_sp",0
"704",20,"T.orthodoxus","Trifolium_sp",1
"705",21,"C.vicina","Cirsium_vulgare",0
"706",21,"D.platura","Cirsium_vulgare",1
"707",21,"C.vicina","Eucalyptus_globulus",0
"708",21,"D.platura","Eucalyptus_globulus",1
"709",21,"C.vicina","Rubus_fruticosus",0
"710",21,"D.platura","Rubus_fruticosus",1
"711",21,"C.vicina","Taraxacum_officinale",0
"712",21,"D.platura","Taraxacum_officinale",1
"713",21,"C.vicina","Trifolium_sp",1
"714",21,"D.platura","Trifolium_sp",1
